medcodeid	observations	originalreadcode	cleansedreadcode	term	snomedctconceptid	snomedctdescriptionid	emiscodecategoryid
52299017	4000	G821	G821.00	Thrombophlebitis migrans	31268005	52299017	32
52762016	1000	H5401	H540100	Hypostatic bronchopneumonia	31561003	52762016	32
53206012	10000	K3175	K317500	Retraction of nipple	31845005	53206012	32
53671012	300	K28y5	K28y500	Hypertrophy of testis	32121007	53671012	32
54753017	20000	K1012	K101200	Acute pyelitis	32801008	54753017	32
55161014	2000	F484D	F484D00	Peripheral visual field defect	33048000	55161014	32
56600017	600	SN461	SN46100	Air sickness	33902006	56600017	32
56816017	5000	H223	H223.00	Streptococcal pneumonia	34020007	56817014	32
56892016	30000	F484H	F484H00	Homonymous hemianopia	34063005	56892016	32
57480016	1000000	K197	K197.00	Haematuria	34436003	57480016	27
58058010	200000	N1472	N147200	Coccygodynia	34789001	58058010	32
58909014	30000	H0605	H060500	Acute tracheobronchitis	35301006	58909014	32
58969011	8	A203	A203.00	Primary pneumonic plague	35339003	58969011	32
60340014	2000	ESCTNI1		Night pain	36163009	60340014	27
61206018	300000	K101	K101.00	Acute pyelonephritis	36689008	61206018	32
61321014	8000	J61y2	J61y200	Hepatosplenomegaly	36760000	61321014	32
65119018	2000000	K15	K15..00	Cystitis	38822007	65119018	32
65241012	300	K104	K104.00	Xanthogranulomatous pyelonephritis	38898003	65241012	32
67950018	500000	194-1	194..11	Dysphagia	40739000	67950018	32
68050018	10000	N211z-2	N211z12	Subacromial bursitis	40799003	68050018	32
68620010	20000	N2112	N211200	Bicipital tenosynovitis	41137001	68620010	32
69026013	800	H221	H221.00	Pseudomonal pneumonia	41381004	69027016	32
69073019	50000	1BA8	1BA8.00	Temporal headache	41413006	69073019	27
69220011	200000	1B6B	1B6B.00	Febrile convulsion	41497008	69220011	27
69883016	2000	7D150	7D15000	Excision of vaginal lesion	41883009	1229802016	32
71016016	40000	M18y2	M18y200	Pruritus senilis	42570001	71016016	32
71209014	30	H56y0	H56y000	Endogenous lipoid pneumonia	42680007	71209014	32
71717017	300000	1662-2	1662.12	Night sweats	42984000	71717017	27
72144015	200000	A083	A083.00	Diarrhoea of presumed infectious origin	43240000	72144015	32
72350017	900000	1968	1968.00	Abdominal discomfort	43364001	72350017	27
75568012	1000000	N2457	N245700	Shoulder pain	45326000	75568012	32
77708012	10000	H580-2	H580.12	Collapse of lung	46621007	77708012	32
78013015	8000	H3101	H310100	Smokers' cough	46802002	78013015	32
80417018	60	J0720	J072000	Allergic parotitis	48269007	80417018	32
81964018	800	J1621	J162100	Habit vomiting	49206006	81964018	32
82701015	2000000	1A55	1A55.00	Dysuria	49650001	82701015	27
82824016	10000000	171	171..00	Cough	49727002	82824016	27
84272011	30000	F22	F22..00	Hemiplegia	50582007	84272011	32
84849018	300	K552	K552.00	Leukoplakia of cervix	50923006	84849018	32
87530017	7000	1DCA	1DCA.00	Rest pain	52598005	87530017	27
87704019	300000	F286	F286.00	Chronic fatigue syndrome	52702003	87704019	32
88149012	300	G86y1	G86y100	Chylous ascites	52985009	88149012	32
89346015	10000	D3120	D312000	Senile purpura	53751009	89346015	32
90260010	100000	K3174	K317400	Nipple discharge	54302000	90260010	32
90263012	3000	F1522	F152200	Progressive bulbar palsy	54304004	90263012	32
90723010	1000000	197C	197C.00	Lower abdominal pain	54586004	90723010	27
93409013	5000	F481C	F481C00	Photopsia	56170001	93409013	32
95063017	1000	K5761	K576100	Polyp of vulva	57158005	95063017	32
98289011	300	J6704	J670400	Subacute pancreatitis	59154002	98289011	32
98484016	700000	G401	G401.00	Pulmonary embolism	59282003	98484016	32
99879014	40000	1688	1688.00	Exhaustion	60119000	99879014	27
100323011	50000	F241	F241.00	Paraplegia	60389000	100323011	32
100558012	80	K28y4	K28y400	Fibrosis of testis	60524008	100558012	32
103578017	2000000	19F2	19F2.00	Diarrhoea	62315008	103578017	27
103764016	300	171G	171G.00	Bovine cough	62427007	103764016	27
105227013	20000	K100	K100.00	Chronic pyelonephritis	63302006	105227013	32
105327010	1000	G8y22	G8y2200	Superior vena cava syndrome	63363004	105327010	32
106193019	200000	1A57-1	1A57.11	Testicular pain	63901009	106193019	27
107173015	2000	H220	H220.00	Pneumonia due to Klebsiella pneumoniae	64479007	107173015	32
107470010	5000	H56y1	H56y100	Interstitial pneumonia	64667001	107470010	32
110936010	700	K3172	K317200	Induration of breast	66779006	110936010	32
111955018	400	J223	J223.00	Recurrent appendicitis	67365005	111955018	32
112408019	300	K213	K213.00	Prostatocystitis	67685000	112408019	32
113213012	200000	171A	171A.00	Chronic cough	68154008	113213012	27
113331011	500000	K150	K150.00	Acute cystitis	68226007	113331011	32
113884018	300000	K1905	K190500	Urinary tract infection	68566005	113884018	32
114009019	10000	K425	K425.00	Ulceration of vulva	68640004	114009019	32
118398016	20000	F29y4-1	F29y411	Spinal cord compression	71286001	118398016	32
123932012	600	A78y1	A78y100	Epidemic vomiting syndrome	74621002	123932012	32
123933019	3000	A78y1-1	A78y111	Winter vomiting disease	74621002	123932012	32
124650010	30	G751	G751.00	Acute febrile mucocutaneous lymph node syndrome	75053002	124650010	32
124716012	300000	1A25-1	1A25.11	Urgency of micturition	75088002	124716012	27
125510013	30000	H20	H20..00	Viral pneumonia	75570004	125510013	32
127423017	600000	K5A1	K5A1.00	Postmenopausal bleeding	76742009	127423017	32
130442010	60	J56y1	J56y100	Chronic peritoneal effusion	78609007	130442010	32
130615018	4000	N2117	N211700	Subdeltoid bursitis	78715003	130615018	32
130901018	4000	Q310	Q310.00	Congenital pneumonia	78895009	130901018	32
132601013	2000000	1972	1972.00	Epigastric pain	79922009	132601013	27
132731014	300	A116	A116.00	Tuberculous pneumonia	80003002	132731014	32
132824016	70000	J0931	J093100	Coated tongue	698193000	2972065014	32
132837018	60000	N2470	N247000	Swelling of limb	80068009	132837018	32
132939019	60	D00y0	D00y000	Sideropenic dysphagia	80126007	132939019	32
134668017	300	A730	A730.00	Ornithosis with pneumonia	81164001	134668017	32
135911011	8000	J0930	J093000	Black hairy tongue	81934005	135911011	32
136390012	50000	K3173	K317300	Inversion of nipple	82231009	136390012	32
137890011	400000	197B	197B.00	Upper abdominal pain	83132003	137890011	27
138104014	10000	H51y7	H51y700	Malignant pleural effusion	83270006	138104014	32
140294012	70000	A994	A994.00	Nonspecific urethritis	84619001	140294012	32
140945016	100000	F351	F351.00	Meralgia paraesthetica	85007004	140945016	32
141663013	800	H5400	H540000	Hypostatic pneumonia	85469005	141663013	32
143080016	30000	1928	1928.00	Bleeding gums	86276007	143080016	27
145430018	20000	J0770-1	J077011	Xerostomia	87715008	145430018	32
145659011	200000	2659	2659.00	Testicular lump	87860000	145659011	27
145925010	70000	F4236	F423600	Amaurosis fugax	88032003	145925010	32
147849011	1000000	K3171	K317100	Lump in breast	89164003	147849011	27
149896010	600000	M180	M180.00	Pruritus ani	90446007	149896010	32
149897018	60000	M180-1	M180.11	Perianal itch	90446007	149897018	32
152936019	400	B7C0	B7C0.00	Benign neoplasm of testis	92428008	152936019	32
155547011	60	B3356	B335600	Malignant neoplasm of skin of perineum	94036006	155547011	32
158479016	40000	1B323	1B32300	Facial weakness	95666008	158479016	27
165907014	300000	182C	182C.00	Chest wall pain	102588006	165907014	27
165908016	700000	1828	1828.00	Atypical chest pain	102589003	165908016	27
166489012	40000	1BA3	1BA3.00	Unilateral headache	103006007	166489012	27
166500011	8000	N1440-1	N144011	Thoracic nerve root pain	103015000	166500011	32
175078018	3000	192D	192D.00	Poor oral hygiene	110299009	175078018	27
178784013	60000	F5615	F561500	Benign paroxysmal positional vertigo	111541001	178784013	32
189221016	5000	H35-1	H35..11	Hypersensitivity pneumonitis	37471005	189221016	32
198017011	3000	A0820	A082000	Dysenteric diarrhoea	46799006	198017011	32
198185014	300	J432-1	J432.11	Allergic diarrhoea	49237006	198185014	15
198466017	40000	J1011-5	J101115	Gastro-oesophageal reflux disease with oesophagitis	266433003	396338015	32
198599018	30000	1736	1736.00	Paroxysmal nocturnal dyspnoea	55442000	198599018	27
199373016	2000	8138	8138.00	Removal of impacted faeces	1339004	199373016	32
199568011	70000	F2516	F251600	Grand mal seizure	54200006	3008516017	32
201288012	900	A0821	A082100	Epidemic diarrhoea	86615009	201288012	32
213614013	100	761H2	761H200	Induction of emesis	133880003	213614013	32
216205019	6000	G801C	G801C00	Deep vein thrombosis of leg related to air travel	134399007	216205019	32
216227011	5000	B5850	B585000	Pathological fracture due to metastatic bone disease	134421000	216227011	32
216550018	600	19EG	19EG.00	Blood on pants	135792006	216550018	27
216593018	40000	388H	388H.00	Cardiovascular Limitations and Symptoms Profile shortness of breath score	763074005	3637788015	3
216625013	6000	16C8	16C8.00	Exacerbation of backache	135860001	216625013	27
216652015	40000	1656	1656.00	Feverish cold	135882008	216652015	27
216653013	20000	171F	171F.00	Cough with fever	135883003	216653013	27
216655018	60000	67IA	67IA.00	Advice about impotence	135885005	216655018	17
251922014	30000	1D220	1D22000	Chest wall tenderness	102591006	251922014	27
252192019	300000	1623	1623.00	Weight decreasing	161832001	252192019	27
252288017	70000	168Z	168Z.00	Tiredness symptom NOS	267031002	397878014	27
252304019	300000	16B	16B..00	Bruising symptom	161885008	252304019	27
252305018	100000	197A	197A.00	Generalised abdominal pain	102614006	252305018	27
252307014	100000	16B3	16B3.00	Spontaneous bruising	161887000	252307014	27
252308016	10000	16BZ	16BZ.00	Bruising symptom NOS	161885008	252304019	27
252311015	2000000	16C2	16C2.00	Backache	161891005	252311015	27
252312010	90000	16C3	16C3.00	Backache with radiation	161892003	252312010	27
252313017	3000	16C4	16C4.00	Back pain worse on sneezing	161893008	252313017	27
252314011	3000000	16C5	16C5.00	C/O - low back pain	161894002	252314011	27
252315012	2000000	16C6	16C6.00	Back pain without radiation NOS	161891005	252311015	27
252316013	90000	16C7	16C7.00	C/O - upper back ache	161896000	252316013	27
252317016	30000	16CZ	16CZ.00	Backache symptom NOS	161891005	252311015	27
252351017	500000	1713	1713.00	Productive cough -clear sputum	161923004	252351017	27
252352012	1000000	1714	1714.00	Productive cough -green sputum	161924005	252352012	27
252353019	600000	1715	1715.00	Productive cough-yellow sputum	161925006	252353019	27
252357018	900000	1717	1717.00	Night cough present	161927003	252357018	27
252359015	5000000	1719	1719.00	Chesty cough	161929000	252359015	27
252360013	20000	1719-1	1719.11	Bronchial cough	161929000	252360013	27
252363010	80000	171C	171C.00	Morning cough	161932002	252363010	27
252364016	20000	171D	171D.00	Evening cough	161933007	252364016	27
252366019	300000	171Z	171Z.00	Cough symptom NOS	272039006	407081018	27
252385016	600000	1732	1732.00	Breathless - moderate exertion	161939006	252385016	27
252386015	500000	1733	1733.00	Breathless - mild exertion	161940008	252386015	27
252387012	60000	1734	1734.00	Breathless - at rest	161941007	252387012	27
252406018	700000	173B	173B.00	Nocturnal cough / wheeze	161947006	252406018	27
252412011	40000	173Z	173Z.00	Breathlessness NOS	267036007	397888010	27
252445011	100000	1822	1822.00	Central chest pain	161972006	252445011	27
252446012	200000	1824	1824.00	Anterior chest wall pain	161973001	252446012	27
252450017	30000	182B0	182B000	Costal margin chest pain	161977000	252450017	27
252451018	100000	182Z	182Z.00	Chest pain NOS	29857009	49966017	27
252520011	300000	192	192..00	Mouth symptoms	162009001	252520011	27
252524019	70000	1922-1	1922.11	Sore mouth - symptom	162011005	252524019	27
252525018	300000	1922	1922.00	Sore mouth	162011005	252525018	27
252536013	300000	1929	1929.00	Tongue symptoms	162016000	252536013	27
252537016	10000	192Z	192Z.00	Mouth symptom NOS	162009001	252520011	27
252548011	40000	1942	1942.00	Difficulty swallowing solids	162024005	252548011	27
252550015	7000	1943	1943.00	Difficulty swallowing liquids	162025006	252550015	27
252551016	10000	194Z	194Z.00	Swallowing finding	258149004	384193018	27
252557017	5000	1953-1	1953.11	Waterbrash symptom	162030005	252557017	27
252558010	6000	1953	1953.00	Waterbrash	162030005	252558010	27
252559019	600000	1954	1954.00	Indigestion	162031009	252559019	27
252560012	4000000	J16y4	J16y400	Dyspepsia	162031009	252560012	27
252565019	20000	195Z	195Z.00	Indigestion symptom NOS	162031009	252559019	27
252571013	20000	1963	1963.00	Non-colicky abdominal pain	162038003	252571013	27
252572018	600	1964	1964.00	Shoulder pain from abdomen	162039006	252572018	27
252575016	30000	19690	1969000	Abdominal wall pain	162042000	252575016	27
252577012	6000	196Z	196Z.00	Type of GIT pain NOS	270477000	405084010	27
252584016	100000	1971	1971.00	Central abdominal pain	162046002	252584016	27
252585015	10000	1973	1973.00	Left subcostal pain	162047006	252585015	27
252586019	40000	1974	1974.00	Right subcostal pain	162048001	252586019	27
252587011	70000	1975	1975.00	Left flank pain	162049009	252587011	27
252588018	80000	1976	1976.00	Right flank pain	162050009	252588018	27
252589014	400000	1977	1977.00	Right iliac fossa pain	162051008	252589014	27
252594014	300000	1978	1978.00	Left iliac fossa pain	162052001	252594014	27
252597019	3000	197Z	197Z.00	Site of GIT pain NOS	267050002	397910011	27
252600018	200000	1982	1982.00	Nausea present	162057007	252600018	27
252604010	20000	198Z	198Z.00	Nausea NOS	422587007	2643930014	27
252620017	3000	1996	1996.00	Bilious vomiting	71419002	118642013	27
252622013	80000	199Z	199Z.00	Vomiting NOS	300359004	441405010	27
252623015	100000	19A	19A..00	Abdominal distension symptom	162068007	252623015	27
252628012	7000	19AZ	19AZ.00	Abd. distension symptom NOS	162068007	252623015	27
252640012	20000	19B3	19B3.00	Excessive belching	162077000	252640012	27
252783013	40000	1A1Z	1A1Z.00	Micturition frequency NOS	300471006	1490597011	27
252841013	600000	1A59	1A59.00	C/O pelvic pain	162147009	252841013	27
252846015	2000	1A5Z	1A5Z.00	Genitourinary pain NOS	162138001	252819013	27
252850010	2000000	1A7	1A7..00	Vaginal discharge symptom	162156001	252850010	27
252852019	500000	1A72	1A72.00	Vaginal discharge present	162158000	252852019	27
252853012	100000	K565-2	K565.12	Vaginal discharge NOS	271939006	406946012	27
252854018	1000000	1A8	1A8..00	Breast lump symptom	162160003	252854018	27
252856016	500000	1A82	1A82.00	Breast lump present	162162006	252856016	27
252857013	40000	1A8Z	1A8Z.00	Breast lump symptom NOS	162160003	252854018	27
252858015	60000	1A9	1A9..00	Nipple discharge symptom	162164007	252858015	27
252861019	6000	1A92	1A92.00	Nipple discharge present	162166009	252861019	27
252862014	4000	1A9Z	1A9Z.00	Nipple discharge NOS	162164007	252858015	27
252884014	10000	1AZ	1AZ..00	Genitourinary symptoms NOS	267062003	397930010	27
252889016	40000	1AZZ	1AZZ.00	Genitourinary symptom NOS	267062003	397930010	27
252995016	50000	1B32	1B32.00	Weakness present	162236007	252995016	27
253031016	200000	1B53	1B53.00	Dizziness present	162260006	253031016	27
253032011	30000	1B54	1B54.00	Giddiness present	162261005	253032011	27
253059015	200000	1B7	1B7..00	Visual symptoms	162274004	253059015	27
253064016	50000	1B73	1B73.00	Flashing lights seen	162277006	253064016	27
253067011	40000	1B76	1B76.00	Temporary visual disturbance	162279009	253067011	27
253069014	40000	1B7Z	1B7Z.00	Visual symptom NOS	162274004	253059015	27
253102017	10000	1B9Z	1B9Z.00	Speech problem NOS	267095009	397992016	27
253103010	10000	1BA	1BA..00	Headache site	162297001	253103010	27
253105015	20000	1BA2	1BA2.00	Generalised headache	162299003	253105015	27
253117018	10000	1BB	1BB..00	Headache character	162306000	253117018	27
253118011	20000	1BB1	1BB1.00	Aching headache	162307009	253118011	27
253225013	400000	1C92	1C92.00	Has a sore throat	162388002	253225013	27
253227017	200000	1C9Z	1C9Z.00	Sore throat symptom NOS	267102003	398001015	27
253230012	9000	1CAZ	1CAZ.00	Hoarseness symptom NOS	50219008	1230846010	27
253237010	90000	1CB3	1CB3.00	Throat pain	162397003	253237010	27
253240010	200000	1CB3-1	1CB3.11	Pain in throat	162397003	253240010	27
253247013	50000	1CB5	1CB5.00	Throat irritation	162400007	253247013	27
253257014	200000	1D11	1D11.00	C/O: a swelling	162410003	253257014	27
253385014	2000	1DC5	1DC5.00	Griping pain	162504001	253385014	27
253562014	5000	2224	2224.00	O/E - cachexic	162684007	253562014	27
253616014	5000	2254	2254.00	O/E - apathetic	162719003	253616014	27
253648013	20000	2274-1	2274.11	O/E - jaundiced	162740002	253648013	27
253649017	10000	2274	2274.00	O/E - jaundiced colour	162740002	253649017	27
253741010	2000	22CA	22CA.00	O/E - oedema of arms	162790003	253741010	27
253743013	2000	22CA-1	22CA.11	O/E - arm oedema	162790003	253743013	27
253806016	2000	22G4	22G4.00	O/E - sublingual swelling	162833008	253806016	27
253811019	10000	22H2	22H2.00	O/E - thyroid swelling - unilateral	162838004	2667458018	27
253813016	10000	22H4	22H4.00	O/E - thyroid lump	162840009	253813016	27
253889014	30000	2322	2322.00	O/E - dyspnoea	162890008	253889014	27
253890017	4000	2323	2323.00	O/E - orthopnoea	162891007	253890017	27
253962015	30000	23B2	23B2.00	O/E - bronchial breathing	162951005	253962015	27
253995014	7000	23E2	23E2.00	O/E - consolidation present	162971001	253995014	27
253996010	2000	23E2-1	23E2.11	O/E - consolidation	162971001	253996010	27
254106010	9000	2483-1	2483.11	O/E - JVP raised	163053002	254106010	27
254237019	30000	2523	2523.00	O/E - angular stomatitis	163138007	254237019	27
254241015	80000	2525	2525.00	O/E - lip swelling	163140002	254241015	27
254248014	20000	2533-1	2533.11	O/E - mouth ulcer	163145007	254248014	27
254249018	30000	2533	2533.00	O/E - mouth ulcer present	163145007	254249018	27
254280011	2000	2556	2556.00	O/E - bleeding gums	163164001	254280011	27
254286017	10000	2563	2563.00	O/E - furred tongue	163169006	254286017	27
254287014	7000	2564	2564.00	O/E - glossitis	163170007	254287014	27
254289012	2000	2566	2566.00	O/E - fissured tongue	163172004	254289012	27
254290015	30000	2567	2567.00	O/E - ulcer on tongue	163173009	254290015	27
254352011	20000	25C2	25C2.00	On examination - abdominal pain - right hypochondrium	163214004	2667392016	27
254353018	20000	25C3	25C3.00	On examination - abdominal pain - epigastrium	163215003	2667393014	27
254354012	4000	25C4	25C4.00	On examination - abdominal pain - left hypochondrium	163216002	2667726010	27
254355013	2000	25C5	25C5.00	On examination - abdominal pain - right lumbar	163217006	2667727018	27
254356014	3000	25C6	25C6.00	On examination - abdominal pain - umbilical	163218001	2667728011	27
254357017	1000	25C-4	25C..14	O/E - umbilical pain on palp.	163218001	254357017	27
254358010	2000	25C7	25C7.00	On examination - abdominal pain - left lumbar	163219009	2667729015	27
254359019	20000	25C8	25C8.00	On examination - abdominal pain - right iliac	163220003	2667730013	27
254360012	4000	25C9	25C9.00	On examination - abdominal pain - hypogastrium	163221004	2667731012	27
254361011	10000	25CA	25CA.00	On examination - abdominal pain - left iliac	163222006	2667732017	27
254362016	9000	25CZ	25CZ.00	On examination - abdominal pain on palpation	268941000	2669747018	27
254363014	3000	25D	25D..00	O/E - guarding on palpation	163224007	254363014	27
254364015	900	25D-1	25D..11	O/E - guarding of abdomen	163224007	254364015	27
254366018	300	25D2	25D2.00	On examination - guarding - right hypochondrium	163226009	2667736019	27
254367010	400	25D3	25D3.00	O/E - guarding - epigastrium	163227000	254367010	27
254368017	40	25D4	25D4.00	On examination - guarding - left hypochondrium	163228005	2667738018	27
254370014	90	25D6	25D6.00	O/E - guarding - umbilical	163230007	254370014	27
254372018	1000	25D8	25D8.00	On examination - guarding - right iliac	163232004	2668465012	27
254373011	100	25D9	25D9.00	O/E - guarding - hypogastrium	163233009	254373011	27
254374017	400	25DA	25DA.00	On examination - guarding - left iliac	163234003	2668467016	27
254375016	300	25DZ	25DZ.00	O/E -guarding on palpation NOS	163224007	254363014	27
254376015	2000	25E	25E..00	O/E - rebound tenderness	163236001	254376015	27
254387011	200	25EZ	25EZ.00	O/E - rebound tenderness NOS	163236001	254376015	27
254388018	200	25F	25F..00	O/E - abdominal rigidity	163248003	254388018	27
254399016	3000	25G3	25G3.00	O/E -liver moderately enlarged	163255001	254399016	27
254400011	1000	25G4	25G4.00	O/E - liver grossly enlarged	163256000	254400011	27
254422016	20000	25J	25J..00	O/E - abdominal mass palpated	163278007	254422016	27
254425019	200	25J3	25J3.00	On examination - abdominal mass fills 1 quadrant	163281002	2667768010	27
254427010	90	25J5	25J5.00	On examination - abdominal mass fills abdomen	163283004	2667770018	27
254429013	2000	25J7	25J7.00	Right iliac fossa mass	163285006	254429013	27
254434012	300	25K	25K..00	O/E-abdominal mass consistency	163290009	254434012	27
254435013	2000	25K1	25K1.00	O/E - abdominal mass - soft	163291008	254435013	27
254436014	1000	25K2	25K2.00	O/E - abdominal mass - hard	163292001	254436014	27
254437017	70	25K3	25K3.00	O/E - abdominal mass-very hard	163293006	254437017	27
254439019	90	25KZ	25KZ.00	O/E - abd.mass consistency NOS	163290009	254434012	27
254440017	500	25L	25L..00	O/E - abdominal mass shape	163296003	254440017	27
254442013	90	25L2	25L2.00	On examination - abdominal mass - irregular shape	163298002	2667780019	27
254444014	10	25M	25M..00	On examination - abdominal mass movement with respiration	163302005	3009118017	27
254447019	30	25M1	25M1.00	O/E - abd.mass moves with resp	163302005	254447019	27
254448012	10	25M2	25M2.00	On examination - abdominal mass still with respiration	163303000	2666813012	27
254449016	1	25MZ	25MZ.00	O/E - abd.mass + respn. NOS	163302005	254447019	27
254450016	20	25N	25N..00	On examination - abdominal mass -border defined	163305007	2666815017	27
254451017	30	25N1	25N1.00	On examination - abdominal mass - upper border defined	163306008	2666816016	27
254452012	4	25N2	25N2.00	On examination - abdominal mass - lower border defined	163307004	2667645011	27
254453019	6	25NZ	25NZ.00	O/E -abd.mass -border def. NOS	163305007	254450016	27
254454013	10000	25O	25O..00	O/E - ascites	163309001	254454013	27
254456010	30	25O2	25O2.00	O/E - ascites - dipping shown	163311005	254456010	27
254457018	100	25O3	25O3.00	O/E-ascites-fluid thrill shown	163312003	254457018	27
254458011	1000	25O4	25O4.00	O/E -ascites-shifting dullness	163313008	254458011	27
254459015	700	25OZ	25OZ.00	O/E - ascites NOS	163309001	254454013	27
254477013	6000	25Q3	25Q3.00	O/E - PR - rectal mass	163326007	254477013	27
254481013	10000	25Q6	25Q6.00	O/E - PR-rectum full of faeces	163329000	254481013	27
254524018	5000	264	264..00	O/E - pelvic mass palpated	163367002	254524018	27
254525017	400	2641	2641.00	O/E - pelvic mass palpable-LIF	163368007	254525017	27
254526016	500	2642	2642.00	O/E - pelvic mass palpable-RIF	163369004	254526016	27
254527013	600	2643	2643.00	O/E - central pelvic mass	163370003	254527013	27
254530018	500	264Z	264Z.00	O/E - pelvic mass palpable NOS	163367002	254524018	27
254538013	2000	2652	2652.00	O/E -scrotal swelling-transill	163376009	254538013	27
254539017	900	2653	2653.00	On examination - scrotal swelling - no transillumination	163377000	2668132011	27
254540015	30000	2654	2654.00	O/E - testicular swelling	163378005	254540015	27
254550019	4000	265Z	265Z.00	O/E - scrotal swelling NOS	268946005	402487017	27
254580012	1000	2688	2688.00	O/E - VE - pelvic mass NOS	309665000	453131016	27
254597018	100000	26A	26A..00	O/E - vaginal discharge	163422008	254597018	27
254599015	300000	26A2	26A2.00	On examination - white vaginal discharge	163424009	2666776016	27
254600017	100000	26A3	26A3.00	O/E - creamy vaginal discharge	163425005	2666778015	27
254601018	30000	26A4	26A4.00	On examination - yellow vaginal discharge	163426006	2666779011	27
254602013	7000	26A5	26A5.00	On examination - green vaginal discharge	163427002	2667701018	27
254604014	10000	26A7	26A7.00	On examination - frothy vaginal discharge	163429004	2667703015	27
254605010	1000	26A8	26A8.00	On examination - profuse vaginal discharge	163430009	2667705010	27
254606011	10000	26A9	26A9.00	On examination - offensive vaginal discharge	163431008	2667706011	27
254607019	70000	26AZ	26AZ.00	O/E - vaginal discharge NOS	163422008	254597018	27
254615016	800	26B4	26B4.00	O/E - peau d'orange	163437007	254615016	27
254622012	800	26B8-1	26B8.11	O/E - ulcer on breast	163441006	254622012	27
254623019	600	26B8	26B8.00	O/E - ulcerated breast lesion	163441006	254623019	27
254636019	900	26C2-1	26C2.11	O/E - retracted nipple	163453005	254636019	27
254637011	2000	26C2	26C2.00	O/E - retraction of nipple	163453005	254637011	27
254645018	3000	26D	26D..00	O/E - nipple discharge	163457006	254645018	27
254647014	400	26D2	26D2.00	O/E - nipple discharge - clear	163459009	254647014	27
254648016	1000	26D3	26D3.00	O/E - nipple discharge - milky	163460004	254648016	27
254649012	700	26D4	26D4.00	O/E-nipple discharge-blood-red	163461000	254649012	27
254651011	300	26D6	26D6.00	O/E - nipple discharge - pus	163463002	254651011	27
254652016	400	26DZ	26DZ.00	O/E - nipple discharge NOS	163457006	254645018	27
