MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
346929012	6000	E012-1	E012.11	Alcoholic dementia	281004	1225776018	32
294668018	1000	E0120	E012000	Chronic alcoholic brain syndrome	191475009	294668018	32
294669014	1000	E013	E013.00	Alcohol withdrawal hallucinosis	191476005	294669014	32
294671014	600	E014	E014.00	Pathological alcohol intoxication	191477001	294671014	32
294672019	500	E015	E015.00	Alcoholic paranoia	191478006	294672019	32
294673012	4000	E01y	E01y.00	Other alcoholic psychosis	42344001	70655012	32
294674018	90000	E01y0	E01y000	Alcohol withdrawal syndrome	191480000	294674018	32
294675017	40	E01yz	E01yz00	Other alcoholic psychosis NOS	42344001	70655012	32
294676016	700	E01z	E01z.00	Alcoholic psychosis NOS	42344001	70655012	32
500478011	1000000	E23	E23..00	Alcohol dependence syndrome	66590003	500478011	32
12878014	200000	E23-1	E23..11	Alcoholism	66590003	110629012	32
502017010	900000	E23-2	E23..12	Alcohol problem drinking	7200002	502017010	32
295127018	10000	E230	E230.00	Acute alcoholic intoxication in alcoholism	191802004	295127018	32
295126010	500	E230-1	E230.11	Alcohol dependence with acute alcoholic intoxication	191802004	295126010	32
295128011	900	E2300	E230000	Acute alcoholic intoxication, unspecified, in alcoholism	191802004	295127018	32
295129015	200	E2301	E230100	Continuous acute alcoholic intoxication in alcoholism	191804003	295129015	32
295130013	600	E2302	E230200	Episodic acute alcoholic intoxication in alcoholism	191805002	295130013	32
295131012	300	E2303	E230300	Acute alcoholic intoxication in remission, in alcoholism	191806001	295131012	32
295132017	700	E230z	E230z00	Acute alcoholic intoxication in alcoholism NOS	191802004	295127018	32
110629012	70000	E231	E231.00	Chronic alcoholism	66590003	110629012	32
295136019	80000	E2310	E231000	Alcohol dependence	66590003	110628016	32
295139014	10000	E2311	E231100	Continuous chronic alcoholism	191811004	295139014	32
295141010	5000	E2312	E231200	Episodic chronic alcoholism	191812006	295141010	32
295142015	6000	E2313	E231300	Chronic alcoholism in remission	191813001	295142015	32
295143013	6000	E231z	E231z00	Chronic alcoholism NOS	66590003	110629012	32
295144019	100000	E23z	E23z.00	Alcohol dependence syndrome NOS	66590003	500478011	32
295254011	1000	E2503	E250300	Nondependent alcohol abuse in remission	191884001	295254011	32
295765017	10000	Eu10	Eu10.00	Alcohol-induced organic mental disorder	29212009	48886010	32
397881000006114	10000	Eu101	Eu10100	Alcohol abuse	15167005	25750014	32
397801000006117	10000	Eu102	Eu10200	[X]Mental and behav dis due to use alcohol: dependence syndr	66590003	500478011	32
362921000006118	10000	Eu102-1	Eu10211	[X]Alcohol addiction	66590003	500478011	32
370971000006114	6000	Eu102-2	Eu10212	[X]Chronic alcoholism	66590003	110629012	32
397811000006119	700	Eu103	Eu10300	[X]Mental and behav dis due to use alcohol: withdrawal state	191480000	294674018	32
397211000006118	300	Eu104	Eu10400	[X]Men & behav dis due alcohl: withdrawl state with delirium	8635005	15243013	32
376451000006113	2000	Eu104-1	Eu10411	[X]Delirium tremens, alcohol induced	8635005	15243013	32
397621000006111	1000	Eu105	Eu10500	Alcohol-induced psychosis	42344001	70655012	32
362951000006110	1000	Eu105-1	Eu10511	Alcoholic hallucinosis	7052005	1233279015	32
362961000006112	40	Eu105-2	Eu10512	[X]Alcoholic jealousy	42344001	70655012	32
362971000006117	200	Eu105-3	Eu10513	[X]Alcoholic paranoia	42344001	70655012	32
362981000006119	1000	Eu105-4	Eu10514	[X]Alcoholic psychosis NOS	42344001	70655012	32
397791000006118	500	Eu106	Eu10600	Alcohol amnestic disorder	73097000	121405015	32
394681000006119	6000	Eu106-1	Eu10611	Korsakoff's psychosis	69482004	115434017	32
397201000006116	200	Eu107	Eu10700	[X]Men & behav dis due alcoh: resid & late-onset psychot dis	42344001	70655012	32
362941000006113	3000	Eu107-1	Eu10711	[X]Alcoholic dementia NOS	281004	1225776018	32
370961000006119	400	Eu107-2	Eu10712	[X]Chronic alcoholic brain syndrome	191475009	294668018	32
315091000000117	20000	Eu108	Eu10800	Alcohol withdrawal-induced seizure	308742005	452061016	32
397241000006119	500	Eu10y	Eu10y00	[X]Men & behav dis due to use alcohol: oth men & behav dis	29212009	48886010	32
397431000006111	1000	Eu10z	Eu10z00	[X]Ment & behav dis due use alcohol: unsp ment & behav dis	91388009	151411015	32
542611000006114	800	F11x0	F11x000	Cerebral degeneration due to alcoholism	192811002	297011014	32
297011014	3000	F11x0-1	F11x011	Alcoholic encephalopathy	192811002	297011014	32
478046010	2000	F1440	F144000	Cerebellar ataxia due to alcoholism	361272001	478046010	32
478024019	3000	F25B	F25B.00	Alcohol-induced epilepsy	361268000	478024019	15
14103017	5000	F375	F375.00	Alcohol-induced polyneuropathy	7916009	14104011	32
476701000006114	1000	F3941	F394100	Alcohol myopathy	19303008	32551012	32
138527014	10000	G555	G555.00	Alcoholic cardiomyopathy	83521008	138527014	32
453265010	2000	G8523	G852300	Oesophageal varices in alcoholic cirrhosis of the liver	309783001	453265010	32
83834016	50000	J610	J610.00	Alcoholic fatty liver	50325005	83834016	32
17390014	10000	J611	J611.00	Acute alcoholic hepatitis	9953008	17390014	32
476611000006116	100000	J612	J612.00	Alcoholic cirrhosis of liver	420054005	2920441014	32
353594015	2000	J6120	J612000	Alcoholic fibrosis and sclerosis of liver	235880004	353594015	32
303399018	90000	J613	J613.00	Alcoholic liver damage	41309000	68906017	32
353595019	4000	J6130	J613000	Alcoholic hepatic failure	235881000	353595019	32
353587018	20000	J617	J617.00	Alcoholic hepatitis	235875008	353587018	32
451124014	900	J6170	J617000	Chronic alcoholic hepatitis	307757001	451124014	32
353698013	10000	J6710	J671000	Alcohol-induced chronic pancreatitis	235952002	353698013	32
1225183017	100	SLH3	SLH3.00	Alcohol deterrent poisoning	27134008	1225183017	32
1235465011	20	SM001	SM00100	Denatured alcohol causing toxic effect	89507002	1235465011	32
362931000006115	10	U60H3	U60H300	[X]Alcohol deterrents caus adverse effects in therapeut use	292416003	432554017	5
350971000006112	50	U60H3-1	U60H311	[X] Adverse reaction to alcohol deterrents	292416003	432554017	5
460276013	3000	ZV113	ZV11300	[V]Personal history of alcoholism	371422002	1196720012	17
1680131000006113	50000	9k1B	9k1B.00	Extended intervention for excessive alcohol consumption completed	366421000000103	691701000000115	37
1704281000006117	30000	8IAF	8IAF.00	Brief intervention for excessive alcohol consumption declined	379411000000105	747421000000114	32
1738381000000119	4000	136c	136c.00	Higher risk drinking	777651000000101	1738381000000119	17
1738421000000111	80000	136d	136d.00	Lower risk drinking	777671000000105	1738421000000111	17
1745961000006111	50	EMISNQEX11		Extended intervention for excessive alcohol consumption declined	1745961000006107	1745961000006111	37
1754191000006119	7000	8IAt	8IAt.00	Extended intervention for excessive alcohol consumption declined	754831000000102	1660641000000118	32
