medcodeid	observations	originalreadcode	cleansedreadcode	term	snomedctconceptid	snomedctdescriptionid	emiscodecategoryid
288518011	700	B06z	B06z.00	Malignant neoplasm of oropharynx NOS	363392002	482583018	32
288449015	1000	B04z	B04z.00	Malignant tumour of floor of mouth	363385007	482570019	32
722541000006111	800	B056	B056.00	Malignant neoplasm of retromolar area	363391009	482581016	32
288546013	1000	B0720	B072000	Malignant neoplasm of pharyngeal recess	187697007	288546013	32
1228553019	800	B203	B203.00	Malignant neoplasm of ethmoid sinus	363426009	1228553019	32
288532013	600	B0711	B071100	Malignant neoplasm of pharyngeal tonsil	187694000	288532013	32
288564018	1000	B07z	B07z.00	Malignant tumour of nasopharynx	187692001	288526015	32
288506019	300	B064	B064.00	Malignant neoplasm of anterior epiglottis	187681002	288506019	32
288419017	700	B012	B012.00	"Malignant neoplasm of tongue, tip and lateral border"	187637005	288419017	32
288443019	400	B040	B040.00	Malignant neoplasm of anterior portion of floor of mouth	187652003	288443019	32
288485015	80	B0620	B062000	Malignant neoplasm of faucial pillar	187675005	288485015	32
729591000006114	200	B0z	B0z..00	"Malig neop other/ill-defined sites lip, oral cavity, pharynx"	271323007	406052010	32
719021000006111	80	B204	B204.00	Malignant neoplasm of frontal sinus	363427000	482652011	32
289431012	100	B550z	B550z00	"Malignant neoplasm of head, neck and face NOS"	188353002	289424013	32
721041000006111	500	B054	B054.00	Malignant neoplasm of uvula	363389001	482577016	32
288473011	100	B05y	B05y.00	Malignant neoplasm of other specified mouth parts	363505006	482796019	32
724311000006111	300	B031	B031.00	Malignant neoplasm of lower gum	363384006	482567018	32
288571011	900	B08z	B08z.00	Malignant tumour of hypopharynx	363399006	482598016	32
721871000006110	900	B212	B212.00	Malignant neoplasm of subglottis	363430007	482658010	32
288404018	30	B006	B006.00	Malignant neoplasm of overlapping lesion of lip	187624007	288404018	32
288776016	300	B200z	B200z00	Malignant neoplasm of nasal cavities NOS	363422006	482642012	32
289428011	700	B5503	B550300	Malignant neoplasm of jaw	1090921000000110	2732721000000120	32
288354011	100	B0010	B001000	"Malignant neoplasm of lower lip, external"	187604008	288354011	32
288469013	500	B055	B055.00	Malignant tumour of palate	363390005	482579018	32
288516010	200	B06y	B06y.00	"Malignant neoplasm of oropharynx, other specified sites"	363392002	482583018	32
723031000006117	900	B080	B080.00	Malignant neoplasm of postcricoid region	363400004	482599012	32
1219533011	70	B042	B042.00	"Malignant neoplasm, overlapping lesion of floor of mouth"	109830000	1219533011	32
723801000006115	300	B0zy	B0zy.00	"Malignant neoplasm of other sites lip, oral cavity, pharynx"	271323007	406052010	32
288800018	300	B2131	B213100	Malignant neoplasm of cricoid cartilage	187844003	288800018	32
721961000006111	100	B2002	B200200	Malignant neoplasm of septum of nose	363423001	482644013	32
288486019	400	B062	B062.00	Malignant neoplasm of tonsillar pillar	187675005	288486019	32
721481000006111	200	B063	B063.00	Malignant neoplasm of vallecula	363395000	482589019	32
155669014	200	B013	B013.00	Malignant neoplasm of ventral surface of tongue	94134006	155669014	32
288471013	500	B055z	B055z00	Malignant neoplasm of palate NOS	363390005	482579018	32
729321000006119	200	B20	B20..00	"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses"	187828007	288770010	32
453301018	80	B007	B007.00	Malignant tumour of lip	363348004	482495016	32
1219531013	20	B017	B017.00	Malignant overlapping lesion of tongue	109823006	1219531013	32
288568015	400	B083	B083.00	Malignant neoplasm of posterior pharynx	187709007	288568015	32
721721000006119	100	B205	B205.00	Malignant neoplasm of sphenoidal sinus	363428005	482654012	32
288775017	30	B2003	B200300	Malignant neoplasm of vestibule of nose	187831008	288775017	32
720761000006115	60	B030	B030.00	Malignant neoplasm of upper gum	363383000	482562012	32
288533015	300	B0710	B071000	Malignant neoplasm of adenoid	187694000	288533015	32
288444013	200	B041	B041.00	Malignant neoplasm of lateral portion of floor of mouth	187653008	288444013	32
720801000006112	30	B0000	B000000	Malignant tumour of vermilion border of lip	421249001	2618242015	32
730011000006119	50	B201	B201.00	"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"	187833006	288777013	32
288803016	500	B213z	B213z00	Malignant tumour of laryngeal cartilage	363431006	482660012	32
724421000006114	50	B001	B001.00	"Malignant neoplasm of lower lip, vermilion border"	363373004	1228505018	32
155211011	100	B011	B011.00	Malignant neoplasm of dorsal surface of tongue	187633009	288413016	32
288507011	30	B0640	B064000	"Malignant neoplasm of epiglottis, free border"	187682009	288507011	32
1228506017	10	B0011	B001100	"Malignant neoplasm of lower lip, lipstick area"	363373004	1228506017	32
288382016	4	B0031	B003100	"Malignant neoplasm of lower lip, frenulum"	187614004	288382016	32
724401000006116	20	B0032	B003200	Malignant tumour of lower labial mucosa	271568003	406400016	32
288438014	500	B02z	B02z.00	Malignant tumour of major salivary gland	363378008	482553010	32
288454012	10	B0510	B051000	Malignant neoplasm of upper buccal sulcus	187659007	288454012	32
289430013	300	B5505	B550500	Malignant neoplasm of supraclavicular fossa	1090951000000100	2732781000000120	32
724901000006112	20	B0040	B004000	"Malignant neoplasm of lip unspecified, buccal aspect"	187622006	288392012	32
288418013	100	B011z	B011z00	Malignant neoplasm of dorsum of tongue NOS	187633009	288413016	32
173946014	100	B05z0	B05z000	Kaposi's sarcoma of palate	109388009	173946014	32
288509014	30	B064z	B064z00	Malignant neoplasm of anterior epiglottis NOS	187681002	288506019	32
155332018	200	B066	B066.00	Malignant neoplasm of lateral wall of oropharynx	448868009	2901613017	32
288355012	3	B001z	B001z00	Malignant tumour of vermilion border of lower lip	363373004	482542016	32
288362015	10	B0023	B002300	"Malignant neoplasm of upper lip, oral aspect"	187606005	288362015	32
288434011	80	B01y	B01y.00	Malignant neoplasm of other sites of tongue	363375006	482546018	32
288459019	20	B0511	B051100	Malignant neoplasm of lower buccal sulcus	187660002	288459019	32
288505015	500	B062z	B062z00	Malignant tumour of tonsillar fossa	363394001	482587017	32
288529010	200	B071	B071.00	Malignant neoplasm of posterior wall of nasopharynx	187693006	288529010	32
288563012	80	B07y	B07y.00	Malignant neoplasm of other specified site of nasopharynx	187692001	288519015	32
445587010	20	B62x4	B62x400	Malignant reticulosis	118612006	445587010	32
288393019	20	B0043	B004300	"Malignant neoplasm of lip, oral aspect"	187622006	288393019	32
288427014	10	B0131	B013100	Malignant neoplasm of frenulum linguae	187641009	288427014	32
288430019	50	B014	B014.00	Malignant neoplasm of anterior 2/3 of tongue unspecified	363360003	482519011	32
288433017	4	B015	B015.00	"Malignant neoplasm of tongue, junctional zone"	187644001	288433017	32
288517018	60	B06yz	B06yz00	Malignant neoplasm of other specified site of oropharynx NOS	363392002	482583018	32
727761000006116	200	B082	B082.00	"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect"	187708004	288566016	32
288792014	90	B20z	B20z.00	Malignant tumour of nasal sinuses	363506007	482798018	32
721881000006113	100	B022	B022.00	Malignant neoplasm of sublingual gland	363381003	482558018	32
288448011	60	B04y	B04y.00	Malignant neoplasm of other sites of floor of mouth	363385007	482569015	32
1228523014	100	B0551	B055100	Malignant neoplasm of roof of mouth	363390005	1228523014	32
288510016	60	B065	B065.00	Malignant neoplasm of junctional region of epiglottis	187685006	288510016	32
288515014	70	B067	B067.00	Malignant neoplasm of posterior wall of oropharynx	187688008	288515014	32
730021000006110	10	B201z	B201z00	"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"	187833006	288777013	32
288799017	60	B2130	B213000	Malignant neoplasm of arytenoid cartilage	187843009	288799017	32
1228504019	20	B000	B000.00	"Malignant neoplasm of upper lip, vermilion border"	363372009	1228504019	32
288351015	4	B000z	B000z00	Malignant tumour of vermilion border of upper lip	363372009	482541011	32
288372017	4	B0021	B002100	"Malignant neoplasm of upper lip, frenulum"	187608006	288372017	32
288364019	7	B0022	B002200	"Malignant neoplasm of upper lip, mucosa"	187606005	288364019	32
406399011	9	B003	B003.00	"Malignant neoplasm of lower lip, inner aspect"	271568003	406399011	32
288380012	7	B0030	B003000	"Malignant neoplasm of lower lip, buccal aspect"	187613005	288380012	32
288387010	8	B003z	B003z00	"Malignant neoplasm of lower lip, inner aspect NOS"	271568003	406398015	32
288410018	5	B00zz	B00zz00	"Malignant neoplasm of lip, vermilion border NOS"	421249001	2618242015	32
288411019	200	B0100	B010000	Malignant neoplasm of base of tongue dorsal surface	187631006	288411019	32
288470014	100	B0550	B055000	Malignant neoplasm of junction of hard and soft palate	187666008	288470014	32
1228530015	70	B0600	B060000	Malignant neoplasm of faucial tonsil	363393007	1228530015	32
288508018	40	B0641	B064100	Malignant neoplasm of glossoepiglottic fold	187683004	288508018	32
288541015	100	B071z	B071z00	Malignant tumour of posterior wall of nasopharynx	187693006	288528019	32
288570012	300	B08y	B08y.00	Malignant neoplasm of other specified hypopharyngeal site	363399006	482597014	32
288771014	100	B2000	B200000	Malignant neoplasm of cartilage of nose	187829004	288771014	32
288350019	5	B0001	B000100	"Malignant neoplasm of upper lip, lipstick area"	187601000	288350019	32
724411000006118	8	B0033	B003300	"Malig neoplasm of lower lip, oral aspect"	271568003	406398015	32
726351000006116	5	B005	B005.00	Malignant neoplasm of commissure of lip	363374005	482544015	32
288429012	80	B013z	B013z00	Malignant neoplasm of ventral surface of tongue	1090271000000100	2731401000000110	32
1228532011	20	B070	B070.00	Malignant neoplasm of roof of nasopharynx	363397008	1228532011	32
724841000006116	40	B072	B072.00	Malignant neoplasm of lateral wall of nasopharynx	363398003	482595018	32
720491000006119	20	B0732	B073200	Malignant tumour of posterior margin of nasal septum and choanae	254484001	378896011	32
288787012	2	B2012	B201200	Malignant neoplasm of tympanic antrum	187836003	288787012	32
724621000006112	10	B2013	B201300	Malignant neoplasm of mastoid air cells	363424007	482646010	32
288790018	7	B206	B206.00	"Malignant neoplasm, overlapping lesion of accessory sinuses"	187838002	288790018	32
729571000006113	60	B20y	B20y.00	"Malig neop other site nasal cavity, middle ear and sinuses"	187828007	288770010	32
1219468014	20	B214	B214.00	"Malignant neoplasm, overlapping lesion of larynx"	109369002	1219468014	32
288363013	5	B002	B002.00	"Malignant neoplasm of upper lip, inner aspect"	187606005	288363013	32
288388017	7	B004	B004.00	Malignant tumour of labial mucosa	187622006	288402019	32
288409011	2	B00z1	B00z100	Malignant tumour of lipstick area of lip	275399006	411376018	32
1228509012	700	B010-1	B010.11	Malignant neoplasm of posterior third of tongue	363376007	1228509012	32
288412014	300	B010z	B010z00	Malignant neoplasm of fixed part of tongue NOS	363376007	482548017	32
288423013	10	B0130	B013000	Malignant neoplasm of anterior 2/3 of tongue ventral surface	187640005	288423013	32
288437016	40	B02y	B02y.00	Malignant neoplasm of other major salivary glands	363378008	482552017	32
288440016	70	B03z	B03z.00	Malignant neoplasm of gum NOS	363382005	482560016	32
288453018	3	B051	B051.00	Malignant neoplasm of vestibule of mouth	187658004	288453018	32
2475984012	60	B0622	B062200	Malignant neoplasm of palatoglossal arch	254459004	2475984012	32
288550018	20	B072z	B072z00	Malignant tumour of lateral wall of nasopharynx	363398003	482595018	32
288578017	5	B0z1	B0z1.00	Malignant neoplasm of Waldeyer's ring	187716008	288578017	32
288772019	80	B2001	B200100	Malignant neoplasm of nasal conchae	187830009	288772019	32
288377011	2	B002z	B002z00	"Malignant neoplasm of upper lip, inner aspect NOS"	187606005	288356013	32
288391017	7	B0042	B004200	"Malignant neoplasm of lip unspecified, mucosa"	187622006	288392012	32
288408015	6	B00z0	B00z000	"Malignant neoplasm of lip, unspecified, external"	363348004	482495016	32
288417015	5	B0111	B011100	Malignant neoplasm of midline of tongue	187635002	288417015	32
288439018	200	B03y	B03y.00	Malignant neoplasm of other sites of gum	363382005	482560016	32
1228529013	100	B0601	B060100	Malignant neoplasm of palatine tonsil	363393007	1228529013	32
723321000006117	10	B0602	B060200	Overlapping malignant neoplasm of tonsil	110013004	174720013	32
725811000006116	4	B0621	B062100	Malignant tumour of anterior pillar of fauces	254459004	378845014	32
723391000006115	10	B0623	B062300	Malignant neoplasm of palatopharyngeal arch	187675005	288479010	32
288552014	10	B073	B073.00	Malignant neoplasm of anterior wall of nasopharynx	187700006	288552014	32
288556012	300	B0731	B073100	Malignant neoplasm of nasopharyngeal soft palate surface	187702003	288556012	32
288561014	1	B073z	B073z00	Malignant tumour of anterior wall of nasopharynx	187700006	288553016	32
1219467016	1	B074	B074.00	"Malignant neoplasm, overlapping lesion of nasopharynx"	109367000	1219467016	32
288779011	20	B2010	B201000	Malignant neoplasm of auditory (Eustachian) tube	187834000	288779011	32
288801019	2	B2132	B213200	Malignant neoplasm of cuneiform cartilage	187845002	288801019	32
288784017	3	B2011	B201100	Malignant neoplasm of tympanic cavity	187835004	288784017	32
396301000006110	700	Byu0	Byu0.00	"[X]Malignant neoplasm of lip, oral cavity and pharynx"	271323007	406052010	32
1216488012	100000	B10	B10..00	Malignant neoplasm of oesophagus	363402007	1216488012	32
1216486011	70000	B10z-1	B10z.11	Oesophageal cancer	363402007	1216486011	32
403674011	30000	B10z	B10z.00	Malignant neoplasm of oesophagus NOS	363402007	1216488012	32
288608011	10000	B105	B105.00	Malignant neoplasm of lower third of oesophagus	187727005	288608011	32
288607018	1000	B104	B104.00	Malignant neoplasm of middle third of oesophagus	187726001	288607018	32
288602012	1000	B103	B103.00	Malignant neoplasm of upper third of oesophagus	187725002	288602012	32
288614016	400	B10y	B10y.00	Malignant neoplasm of other specified part of oesophagus	363402007	482603012	32
288594012	500	B101	B101.00	Malignant neoplasm of thoracic oesophagus	187723009	288594012	32
288597017	500	B102	B102.00	Malignant neoplasm of abdominal oesophagus	187724003	288597017	32
638841000000113	100	B107	B107.00	Siewert type I adenocarcinoma	342571000000109	638841000000113	32
288589012	400	B100	B100.00	Malignant neoplasm of cervical oesophagus	187722004	288589012	32
1215862010	100	B106	B106.00	"Malignant neoplasm, overlapping lesion of oesophagus"	109835005	1215862010	32
721851000006117	100000	B11	B11..00	Malignant tumour of stomach	363349007	482498019	32
288656017	20000	B11z	B11z.00	Malignant tumour of stomach	363349007	482498019	32
799181000006112	8000	B11-1	B11..11	Tumour of stomach	126824007	473860014	32
288625013	5000	B110	B110.00	Malignant neoplasm of cardia of stomach	187732006	288625013	32
288632016	2000	B1101	B110100	Malignant neoplasm of cardio-oesophageal junction of stomach	187734007	288632016	32
288647013	2000	B114	B114.00	Malignant neoplasm of body of stomach	187742008	288647013	32
288638017	600	B1111	B111100	Malignant neoplasm of pyloric canal of stomach	187738005	288638017	32
288641014	1000	B112	B112.00	Malignant neoplasm of pyloric antrum of stomach	187740000	288641014	32
288649011	1000	B115	B115.00	Malignant tumour of lesser curve of stomach	269459004	403678014	32
288635019	1000	B111	B111.00	Malignant neoplasm of pylorus of stomach	187736009	288635019	32
288644018	1000	B113	B113.00	Malignant neoplasm of fundus of stomach	187741001	288644018	32
638721000000113	100	B118	B118.00	Siewert type II adenocarcinoma	342511000000104	638721000000113	32
288650011	400	B116	B116.00	Malignant neoplasm of greater curve of stomach unspecified	269460009	403680015	32
638821000000118	200	B119	B119.00	Siewert type III adenocarcinoma	342561000000102	638821000000118	32
288633014	700	B110z	B110z00	Malignant neoplasm of cardia of stomach NOS	187732006	288625013	32
722341000006119	300	B1110	B111000	Malignant neoplasm of prepylorus of stomach	1090291000000100	2731441000000110	32
288631011	2000	B1101-1	B110111	Malignant neoplasm of gastro-oesophageal junction	187734007	288631011	32
288639013	200	B111z	B111z00	Malignant neoplasm of pylorus of stomach NOS	187736009	288634015	32
288652015	200	B11y	B11y.00	Malignant neoplasm of other specified site of stomach	363349007	482497012	32
288655018	80	B11yz	B11yz00	Malignant neoplasm of other specified site of stomach NOS	363349007	482497012	32
288654019	20	B11y1	B11y100	Malignant neoplasm of posterior wall of stomach	1090971000000100	2732821000000110	32
288653013	40	B11y0	B11y000	Malignant neoplasm of anterior wall of stomach	1090981000000110	2732841000000120	32
288628010	9	B1100	B110000	Malignant neoplasm of cardiac orifice of stomach	187733001	288628010	32
1219534017	40	B117	B117.00	"Malignant neoplasm, overlapping lesion of stomach"	109836006	1219534017	32
726021000006110	5000	B120	B120.00	Malignant tumour of duodenum	363403002	482606016	32
721601000006117	3000	B12	B12..00	Malignant tumour of small intestine	363509000	482805015	32
288663017	2000	B12z	B12z.00	Malignant neoplasm of small intestine NOS	363509000	482804016	32
725271000006112	800	B122	B122.00	Malignant tumour of ileum	363405009	482610018	32
725451000006118	600	B121	B121.00	Malignant neoplasm of jejunum	363404008	482607013	32
288659012	20	B123	B123.00	Malignant neoplasm of Meckel's diverticulum	187752007	288659012	32
723221000006112	90	B12y	B12y.00	Malignant neoplasm of other specified site small intestine	363509000	482804016	32
726331000006111	200000	B13	B13..00	Malignant neoplasm of colon	363406005	3446619012	32
573611000006118	80000	B13z-1	B13z.11	Colonic cancer	363406005	482611019	32
1216464010	50000	B134	B134.00	Malignant neoplasm of caecum	363350007	1216464010	32
721991000006115	100000	B133	B133.00	Malignant tumour of sigmoid colon	363410008	482619017	32
841331000006115	50000	B1z0-1	B1z0.11	Cancer of bowel	363508008	1228620018	32
403682011	50000	B13z	B13z.00	Malignant tumour of colon	363406005	482611019	32
727321000006111	20000	B136	B136.00	Malignant tumour of ascending colon	363412000	482623013	32
722441000006110	10000	B140	B140.00	Malignant tumour of rectosigmoid junction	363414004	482627014	32
155076015	10000	B142	B142.00	Malignant tumour of anal canal	363352004	482503016	32
721421000006112	10000	B131	B131.00	Malignant tumour of transverse colon	363408006	482615011	32
380129018	20000	B134-1	B134.11	Carcinoma of caecum	255081007	380129018	32
725951000006112	8000	B132	B132.00	Malignant tumour of descending colon	363409003	482618013	32
725191000006116	7000	B130	B130.00	Malignant tumour of hepatic flexure	363407001	482614010	32
721821000006114	5000	B137	B137.00	Malignant neoplasm of splenic flexure of colon	363413005	482625018	32
727281000006117	4000	B135	B135.00	Malignant neoplasm of appendix	363411007	482621010	32
288671018	300	B13y	B13y.00	Malignant neoplasm of other specified sites of colon	363406005	482611019	32
288670017	60	B138	B138.00	"Malignant neoplasm, overlapping lesion of colon"	187757001	288670017	32
155488014	200000	B141	B141.00	Malignant tumour of rectum	363351006	482502014	32
379089019	100000	B141-2	B141.12	Rectal carcinoma	254582000	379090011	32
379088010	30000	B141-1	B141.11	Carcinoma of rectum	254582000	379090011	32
288675010	10000	B14	B14..00	"Malignant neoplasm of rectum, rectosigmoid junction and anus"	187760008	288675010	32
720501000006110	600	B14z	B14z.00	"Malignant neoplasm rectum,rectosigmoid junction and anus NOS"	187760008	288675010	32
729581000006111	200	B14y	B14y.00	"Malig neop other site rectum, rectosigmoid junction and anus"	187760008	288675010	32
380137014	9000	B142-1	B142.11	Anal carcinoma	363352004	482503016	32
288685011	7000	B143	B143.00	Malignant tumour of anus	363490009	482768013	32
174518012	30	B1420	B142000	Malignant neoplasm of cloacogenic zone	363491008	482769017	32
342807011	30000	B1503	B150300	Hepatocellular carcinoma	109841003	342807011	32
288700011	8000	B152	B152.00	Malignant neoplasm of liver	93870000	155343014	32
157732017	4000	B150	B150.00	Primary malignant neoplasm of liver	95214007	157732017	32
288690014	1000	B1500	B150000	Primary carcinoma of liver	187769009	288690014	32
288688013	3000	B15	B15..00	Malignant neoplasm of liver and intrahepatic bile ducts	187767006	288688013	32
342834014	700	B1501	B150100	Hepatoblastoma of liver	109843000	342834014	32
288692018	400	B150z	B150z00	Primary malignant neoplasm of liver NOS	95214007	157732017	32
342851019	100	B1502	B150200	Primary angiosarcoma of liver	109844006	342851019	32
292101010	100	Byu11	Byu1100	Liver carcinoma	109841003	342812012	32
725711000006113	10000	B160	B160.00	Malignant tumour of gallbladder	363353009	482506012	32
535221000006113	3000	B160-1	B160.11	Carcinoma of gallbladder	372140005	1210716013	32
727791000006112	400	B16z	B16z.00	Malignant neoplasm gallbladder/extrahepatic bile ducts NOS	363415003	482629012	32
727781000006114	600	B16	B16..00	Malignant neoplasm gallbladder and extrahepatic bile ducts	363415003	482629012	32
720451000006113	100	B16y	B16y.00	Malignant neoplasm other gallbladder/extrahepatic bile duct	363415003	482629012	32
727911000006116	4000	B162	B162.00	Malignant neoplasm of ampulla of Vater	363417006	482633017	32
726361000006119	2000	B1612	B161200	Malignant neoplasm of common bile duct	93763008	155198014	32
726201000006111	1000	B161	B161.00	Malignant tumour of extrahepatic bile duct	363416002	482631015	32
155305011	1000	B151	B151.00	Malignant neoplasm of intrahepatic bile ducts	187777008	288698019	32
380139012	600	B1612-1	B161211	Carcinoma common bile duct	255086002	380139012	32
288702015	600	B15z	B15z.00	Malignant neoplasm of liver and intrahepatic bile ducts NOS	187767006	288688013	32
288707014	400	B1611	B161100	Malignant neoplasm of hepatic duct	187784000	288707014	32
288712010	100	B161z	B161z00	Malignant neoplasm of extrahepatic bile ducts NOS	363416002	482631015	32
288699010	100	B151z	B151z00	Malignant neoplasm of intrahepatic bile ducts NOS	187777008	288698019	32
1219537012	100	B163	B163.00	"Malignant neoplasm, overlapping lesion of biliary tract"	109847004	1219537012	32
288698019	200	B1514	B151400	Malignant neoplasm of intrahepatic gall duct	187777008	288698019	32
2619456011	100	B1512	B151200	Malignant neoplasm of intrahepatic biliary passages	187777008	2619456011	32
288694017	40	B1510	B151000	Malignant neoplasm of interlobular bile ducts	187773007	288694017	32
155207017	30	B1610	B161000	Malignant neoplasm of cystic duct	93770008	155207017	32
288711015	2	B1613	B161300	Malignant neoplasm of sphincter of Oddi	187786003	288711015	32
2475562018	40	B1511	B151100	Malignant neoplasm of interlobular biliary canals	187776004	2475562018	32
723401000006118	100000	B17	B17..00	Malignant tumour of pancreas	363418001	482635012	32
288736014	10000	B17z	B17z.00	Malignant neoplasm of pancreas NOS	363418001	482635012	32
725121000006118	30000	B170	B170.00	Malignant tumour of head of pancreas	363419009	482638014	32
288723014	2000	B173	B173.00	Malignant neoplasm of pancreatic duct	187793004	288723014	32
288720012	2000	B172	B172.00	Malignant neoplasm of tail of pancreas	187792009	288720012	32
288717016	2000	B171	B171.00	Malignant neoplasm of body of pancreas	187791002	288717016	32
223131000000119	1000	B7170-1	B717011	Tumour of endocrine pancreas	237596009	356071017	32
288735013	50	B17yz	B17yz00	Malignant neoplasm of specified site of pancreas NOS	363418001	482635012	32
288731016	70	B17y	B17y.00	Malignant neoplasm of other specified sites of pancreas	363418001	482635012	32
288727010	20	B174	B174.00	Malignant neoplasm of Islets of Langerhans	187794005	288727010	32
288734012	100	B17y0	B17y000	Malignant neoplasm of ectopic pancreatic tissue	187798008	288734012	32
174532014	1000	B181	B181.00	Mesothelioma of peritoneum	109853004	174532014	32
288747019	2000	B18y	B18y.00	Malignant neoplasm of specified parts of peritoneum	187808008	288747019	32
1228549016	1000	B180	B180.00	Malignant neoplasm of retroperitoneum	363420003	1228549016	32
482641017	1000	B18y3	B18y300	Malignant neoplasm of omentum	363421004	482641017	32
155452016	1000	B18y5	B18y500	Malignant neoplasm of pelvic peritoneum	449377002	2901085015	32
288739019	1000	B18	B18..00	Malignant neoplasm of retroperitoneum and peritoneum	187801002	288739019	32
288757018	600	B18z	B18z.00	Malignant tumour of peritoneum and retroperitoneum	187801002	288737017	32
288756010	200	B18yz	B18yz00	Malignant neoplasm of specified parts of peritoneum NOS	187808008	288747019	32
482537012	300	B18y7	B18y700	Malignant neoplasm of mesentery	363370001	482537012	32
288744014	60	B180z	B180z00	Malignant neoplasm of retroperitoneum NOS	363420003	482639018	32
288742013	30	B1802	B180200	Malignant neoplasm of retrocaecal tissue	187804005	288742013	32
288754013	200	B18y6	B18y600	Malignant neoplasm of the pouch of Douglas	187814001	288754013	32
155446017	300	B18y4	B18y400	Malignant neoplasm of parietal peritoneum	93947009	155446017	32
288741018	20	B1801	B180100	Malignant neoplasm of perinephric tissue	187803004	288741018	32
288751017	100	B18y2	B18y200	Malignant neoplasm of mesorectum	187811009	288751017	32
288749016	2	B18y1	B18y100	Malignant neoplasm of mesocaecum	187810005	288749016	32
