MedCodeId	Observations	OriginalReadCode	CleansedReadCode	Term	SnomedCTConceptId	SnomedCTDescriptionId	EmisCodeCategoryId
283451018	1000	8G32	8G32.00	Aversion therapy - alcoholism	183388004	283451018	32
110629012	70000	E231	E231.00	Chronic alcoholism	66590003	110629012	32
405461000000114	10000	66e0	66e0.00	Alcohol abuse monitoring	247721000000109	405461000000114	1
295143013	6000	E231z	E231z00	Chronic alcoholism NOS	66590003	110629012	32
294673012	4000	E01y	E01y.00	Other alcoholic psychosis	42344001	70655012	32
478046010	2000	F1440	F144000	Cerebellar ataxia due to alcoholism	361272001	478046010	32
295132017	700	E230z	E230z00	Acute alcoholic intoxication in alcoholism NOS	191802004	295127018	32
397801000006117	10000	Eu102	Eu10200	[X]Mental and behav dis due to use alcohol: dependence syndr	66590003	500478011	32
295128011	900	E2300	E230000	Acute alcoholic intoxication, unspecified, in alcoholism	191802004	295127018	32
295136019	80000	E2310	E231000	Alcohol dependence	66590003	110628016	32
542611000006114	800	F11x0	F11x000	Cerebral degeneration due to alcoholism	192811002	297011014	32
295129015	200	E2301	E230100	Continuous acute alcoholic intoxication in alcoholism	191804003	295129015	32
294671014	600	E014	E014.00	Pathological alcohol intoxication	191477001	294671014	32
295131012	300	E2303	E230300	Acute alcoholic intoxication in remission, in alcoholism	191806001	295131012	32
397201000006116	200	Eu107	Eu10700	[X]Men & behav dis due alcoh: resid & late-onset psychot dis	42344001	70655012	32
397211000006118	300	Eu104	Eu10400	[X]Men & behav dis due alcohl: withdrawl state with delirium	8635005	15243013	32
294676016	700	E01z	E01z.00	Alcoholic psychosis NOS	42344001	70655012	32
294675017	40	E01yz	E01yz00	Other alcoholic psychosis NOS	42344001	70655012	32
353687012	3000	J6708	J670800	Alcohol-induced acute pancreatitis	235942001	353687012	32
488201000006114	7000000	E200	E200.00	Anxiety disorder	197480006	303689015	32
488211000006112	10000000	E2003	E200300	Mixed anxiety and depressive disorder	231504006	346979010	32
294960010	300000	E2004	E200400	Chronic anxiety	191708009	294960010	32
295016017	90000	E2031	E203100	Obsessional neurosis	191738003	295016017	32
294992011	100000	E2021	E202100	Agoraphobia with panic attacks	191722009	294992011	32
1210253015	400000	E2001	E200100	Panic disorder	371631005	1210253015	32
294963012	1000000	E200z	E200z00	Anxiety state	198288003	304838011	32
294961014	100000	E2005	E200500	Recurrent anxiety	191709001	294961014	32
481154010	500000	E2002	E200200	Generalised anxiety disorder	21897009	481154010	32
296238018	30000	Eu41	Eu41.00	[X]Other anxiety disorders	197480006	303689015	32
294953016	200000	E2000	E200000	Anxiety state unspecified	198288003	304838011	32
296239014	30000	Eu410	Eu41000	[X]Panic disorder [episodic paroxysmal anxiety]	371631005	1210253015	32
342665019	10000	8G94	8G94.00	Anxiety management training	228560001	342665019	32
388071000006116	90000	Eu411	Eu41100	[X]Generalized anxiety disorder	21897009	481154010	32
398561000006117	400000	Eu412	Eu41200	[X]Mixed anxiety and depressive disorder	231504006	346979010	32
296249012	100000	Eu41z	Eu41z00	[X]Anxiety disorder, unspecified	197480006	303689015	32
401881014	1000	Eu41y	Eu41y00	[X]Other specified anxiety disorders	197480006	303689015	32
296236019	700	Eu40y	Eu40y00	[X]Other phobic anxiety disorders	386810004	1491809016	32
296245018	3000	Eu413	Eu41300	[X]Other mixed anxiety disorders	231504006	346979010	32
301485011	20000000	H33	H33..00	Asthma	195967001	301485011	32
411877015	2000000	663-1	663..11	Asthma monitoring	275908000	411877015	1
419211018	2000000	H333	H333.00	Acute exacerbation of asthma	708038006	3032747019	32
396119015	200000	H33z1	H33z100	Asthma attack	708038006	3032734012	32
145961000006117	30000	H33z0-1	H33z011	Acute severe exacerbation of asthma	708090002	3033029011	32
251716013	1000000	14B4	14B4.00	H/O: asthma	161527007	251716013	32
301480018	100000	H33-1	H33..11	Bronchial asthma	195967001	301480018	32
1483199016	50000	H330-1	H330.11	Allergic asthma	389145006	1483199016	32
1208969012	100000	663V1	663V100	Mild asthma	370218001	1208969012	1
1208972017	20000	663V3	663V300	Severe asthma	370221004	1208972017	1
1208971012	60000	663V0	663V000	Occasional asthma	370220003	1208971012	1
350148014	20000	H331-1	H331.11	Late onset asthma	233679003	350148014	32
301511014	100000	H33z	H33z.00	Asthma unspecified	195967001	301485011	32
655611000006111	20000	H33zz-1	H33zz11	Exercise induced asthma	31387002	52467014	32
396118011	10000	H33z0	H33z000	Life threatening acute exacerbation of asthma	734904007	3511368015	32
396114013	300000	H331	H331.00	Intrinsic asthma	266361008	396114013	32
350153016	10000	H3300-1	H330011	Hay fever with asthma	233683003	350153016	32
301450011	10000	H3120	H312000	Chronic asthmatic bronchitis	195949008	301450011	32
655601000006113	400000	173A	173A.00	Exercise-induced asthma	31387002	52467014	32
301451010	1000	H3120-1	H312011	Chronic wheezy bronchitis	195949008	301451010	32
350151019	2000	H3301-1	H330111	Acute exacerbation of allergic asthma	708093000	3083642013	32
283550015	100000	8H2P	8H2P.00	Emergency hospital admission for asthma	183478001	3082895019	40
660351000006118	400000	H330	H330.00	Allergic atopic asthma	389145006	1493645010	32
264546012	2000000	663P	663P.00	Asthma limiting activities	170637003	264546012	1
264550017	6000000	663U	663U.00	Asthma management	406162001	2157868010	1
264540018	1000000	663N	663N.00	Asthma disturbing sleep	170631002	264540018	1
350154010	20000	H330-4	H330.14	Pollen asthma	233683003	350154010	32
409865018	10000	H33z1-1	H33z111	Asthma attack NOS	708038006	3032734012	32
405054019	30000	9OJA-1	9OJA.11	Asthma monitored	270442000	405054019	37
1484905010	30000	66Y5	66Y5.00	Change in asthma management plan	390872009	1484905010	1
1488421017	10000000	66YJ	66YJ.00	Asthma annual review	394700004	1488421017	1
1488436019	6000000	8B3j	8B3j.00	Asthma medication review	394720003	1488436019	32
456163018	70000	663j	663j.00	Asthma - currently active	312453004	456163018	1
1780194017	400000	178	178..00	Asthma trigger	400987003	1780194017	27
1780388018	80000	1O2	1O2..00	Asthma confirmed	401193004	1780388018	27
350149018	10000	H33z2	H33z200	Late-onset asthma	233679003	350148014	32
1208970013	60000	663V2	663V200	Moderate asthma	370219009	1208970013	1
456164012	100000	663h	663h.00	Asthma - currently dormant	312454005	456164012	1
264544010	9000000	663O	663O.00	Asthma not disturbing sleep	170635006	264544010	1
264547015	8000000	663Q	663Q.00	Asthma not limiting activities	170638008	264547015	1
264543016	300000	663N2	663N200	Asthma disturbs sleep frequently	170634005	264543016	1
1488422012	1000000	66YK	66YK.00	Asthma follow-up	394701000	1488422012	1
104872017	10000	H3300	H330000	Extrinsic asthma without status asthmaticus	63088003	104872017	32
817361000006114	60000	H330-3	H330.13	Hay fever with asthma	233683003	350153016	32
396120014	800000	H33zz	H33zz00	Asthma NOS	195967001	301485011	32
282490011	1000000	8795	8795.00	Asthma control step 2	182728008	282490011	32
282489019	500000	8794	8794.00	Asthma control step 1	182727003	282489019	32
1484911013	100000	66YA	66YA.00	Step down change in asthma management plan	390878008	1484911013	1
282491010	700000	8796	8796.00	Asthma control step 3	182729000	282491010	32
350156012	400	H3311-1	H331111	Acute exacerbation of intrinsic asthma	708094006	3032866010	32
1780378019	2000000	66YQ	66YQ.00	Asthma monitoring by nurse	401182001	1780378019	1
1208976019	100000	663p	663p.00	Asthma treatment compliance unsatisfactory	370225008	1208976019	1
1208977011	800000	663n	663n.00	Asthma treatment compliance satisfactory	370226009	1208977011	1
282493013	10000	8798	8798.00	Asthma control step 5	182731009	282493013	32
282492015	80000	8797	8797.00	Asthma control step 4	182730005	282492015	32
350152014	6000	H33zz-2	H33zz12	Allergic asthma NEC	389145006	1483199016	32
264565016	100000	663d	663d.00	Emergency asthma admission since last encounter	708358003	3033971010	1
797211000006117	30000	8791	8791.00	Further asthma - drug prevention	182724005	282486014	32
1208955012	2000000	663u	663u.00	Asthma causes daytime symptoms 1 to 2 times per week	370203002	1208955012	1
264566015	300000	663e	663e.00	Asthma restricts exercise	170655007	264566015	1
2474332015	200000	8CR0	8CR0.00	Asthma clinical management plan	736056000	3516216012	32
301509017	10000	H332	H332.00	Mixed asthma	195977004	301509017	32
1208960011	5000000	663s	663s.00	Asthma never causes daytime symptoms	370208006	1208960011	1
1208956013	2000000	663v	663v.00	Asthma causes daytime symptoms most days	370204008	1208956013	1
264569010	1000000	663f	663f.00	Asthma never restricts exercise	170658009	264569010	1
264568019	70000	663e1	663e100	Asthma severely restricts exercise	170657004	264568019	1
264567012	1000000	663e0	663e000	Asthma sometimes restricts exercise	170656008	264567012	1
151338014	2000	H3301	H330100	Life threatening acute exacerbation of allergic asthma	1086701000000102	2722231000000112	32
21390015	5000	H3310	H331000	Intrinsic asthma without status asthmaticus	12428000	21390015	32
282488010	100000	8793	8793.00	Asthma control step 0	182726007	282488010	32
264541019	300000	663N0	663N000	Asthma causing night waking	170632009	264541019	1
1488722011	100000	66YP	66YP.00	Asthma night-time symptoms	395022009	1488722011	1
1208954011	2000000	663t	663t.00	Asthma causes daytime symptoms 1 to 2 times per month	370202007	1208954011	1
2535857010	5000	H33z-1	H33z.11	Hyperreactive airway disease	195967001	2475605013	32
264545011	2000000	663O0	663O000	Asthma never disturbs sleep	170636007	264545011	1
1208959018	200000	663w	663w.00	Asthma limits walking up hills or stairs	370207001	1208959018	1
1208958014	30000	663x	663x.00	Asthma limits walking on the flat	370206005	1208958014	1
264542014	300000	663N1	663N100	Asthma disturbs sleep weekly	170633004	264542014	1
1208957016	200000	663r	663r.00	Asthma causes night symptoms 1 to 2 times per month	370205009	1208957016	1
338238011	10000	H334	H334.00	Brittle asthma	225057002	338238011	32
1212342016	1000000	663q	663q.00	Asthma daytime symptoms	373899003	1212342016	1
301508013	5000	H331z	H331z00	Intrinsic asthma NOS	266361008	396114013	32
301499010	10000	H330z	H330z00	Extrinsic asthma	424643009	2648327010	32
98546013	900	H3311	H331100	Life threatening acute exacerbation of intrinsic asthma	1086711000000100	2722261000000119	32
983771000006118	200	173d	173d.00	Work aggravated asthma	57607007	95786019	27
1176461000000114	500000	8CMA0	8CMA000	Patient has a written asthma personal action plan	527171000000103	1176461000000114	32
1176501000000114	60000	679J0	679J000	Health education - asthma self management	527191000000104	1176501000000114	17
1139131000000117	1000	9NNX	9NNX.00	Under care of asthma specialist nurse	698509001	2974554010	37
1176541000000112	40000	679J1	679J100	Health education - structured asthma discussion	527211000000100	1176541000000112	17
1753401000006117	500000	66Yp	66Yp.00	Asthma review using Royal College of Physicians three questions	754061000000100	1658781000000113	1
636311000000117	100000	1787	1787.00	Asthma trigger - seasonal	201041000000104	305591000000111	27
1739151000000116	200000	1781	1781.00	Asthma trigger - pollen	340911000000109	1739151000000116	27
1722501000000119	100000	66Yr	66Yr.00	Asthma causes symptoms most nights	771941000000102	1722501000000119	1
1722421000000110	300000	66Yq	66Yq.00	Asthma causes night time symptoms 1 to 2 times per week	771901000000100	1722421000000110	1
636291000000118	300000	1789	1789.00	Asthma trigger - respiratory infection	201031000000108	305571000000112	27
1722581000000112	100000	663P0	663P000	Asthma limits activities 1 to 2 times per month	771981000000105	1722581000000112	1
1739141000000119	200000	178B	178B.00	Asthma trigger - exercise	340901000000107	1739141000000119	27
1722651000000119	100000	663P1	663P100	Asthma limits activities 1 to 2 times per week	772011000000107	1722651000000119	1
1739171000000113	60000	1783	1783.00	Asthma trigger - warm air	340931000000101	1739171000000113	27
1739871000006114	30000	679J2	679J200	Health education - structured patient focused asthma discussion	527231000000108	1176581000000116	17
305611000000115	100000	1786	1786.00	Asthma trigger: animals	201051000000101	636211000000110	27
1768981000000110	300000	66Ys	66Ys.00	Asthma never causes night symptoms	473391009	2956621015	1
1766051000006114	100000	388t0	388t000	Royal College of Physicians asthma assessment three questions score	448003001	2900370011	32
636231000000119	200000	1788	1788.00	Asthma trigger - cold air	201191000000108	305961000000113	27
1739131000000111	100000	178A	178A.00	Asthma trigger - airborne dust	340891000000106	1739131000000111	27
636251000000114	80000	1785	1785.00	Asthma trigger - damp	201201000000105	305981000000116	27
636271000000117	60000	1784	1784.00	Asthma trigger - emotion	201211000000107	306001000000115	27
1739161000000118	40000	1782	1782.00	Asthma trigger - tobacco smoke	340921000000103	1739161000000118	27
1722731000000116	100000	663P2	663P200	Asthma limits activities most days	772051000000106	1722731000000116	1
2115631000000117	600000	661N1	661N100	Asthma self-management plan review	810901000000102	2115631000000117	1
2117771000000117	2000000	661M1	661M100	Asthma self-management plan agreed	811921000000103	2117771000000117	1
1811901000006116	30000	66Yu	66Yu.00	Number of days absent from school due to asthma in past 6 months	811151000000105	2116171000000118	1
2534664018	5000000	G3	G3...00	Ischaemic heart disease	414545008	2534664018	32
94884017	2000000	G30	G30..00	Acute myocardial infarction	57054005	94884017	32
37443015	10000	G30-4	G30..14	Heart attack	22298006	37443015	32
2536395017	200000	G340-2	G340.12	Coronary artery disease	53741008	2536395017	32
442204010	20000	G33z3	G33z300	Angina on effort	300995000	442204010	32
299757012	3000000	G33	G33..00	Angina pectoris	194828000	299757012	32
72571000006115	70000	G311-3	G311.13	Unstable angina	4557003	7845011	32
350346019	40000	G340-1	G340.11	Triple vessel disease of the heart	233817007	350346019	32
299835014	100000	G3z	G3z..00	Ischaemic heart disease NOS	414545008	2534664018	32
219531000000117	300000	G30-5	G30..15	MI - acute myocardial infarction	57054005	94884017	32
299714019	100000	G308	G308.00	Acute myocardial infarction of inferior wall	73795002	122557015	32
2537480011	1000000	G3-3	G3...13	IHD - Ischaemic heart disease	414545008	2537480011	32
1786197015	3000	G30-2	G30..12	Coronary thrombosis	398274000	1786197015	32
116992017	10000	G307	G307.00	Acute subendocardial infarction	70422006	116992017	32
299782012	30000	G3400	G340000	Single coronary vessel disease	194842008	299782012	32
4031011	70000	G32	G32..00	Old myocardial infarction	1755008	4031011	32
7847015	9000	G311-1	G311.11	Crescendo angina	4557003	7847015	32
451132018	8000	ZV45K	ZV45K00	[V]Presence of coronary artery bypass graft	399261000	1767181012	32
299783019	20000	G3401	G340100	Double coronary vessel disease	194843003	299783019	32
299707016	7000	G301	G301.00	Acute anterior myocardial infarction	54329005	1231324017	32
595731000006114	40000	G340	G340.00	Coronary atherosclerosis	443502000	2842265012	32
1227364015	10000	ZV45K-1	ZV45K11	History of coronary artery bypass grafting	399261000	2986657017	32
251679016	100000	14A5	14A5.00	H/O: angina pectoris	161504004	251679016	32
453269016	1000	ZV45L	ZV45L00	[V]Status following coronary angioplasty NOS	105501005	169590017	32
299796018	20000	G343	G343.00	Ischaemic cardiomyopathy	194849004	299796018	32
7845011	100000	G3111	G311100	Unstable angina	4557003	7845011	32
36036010	100	G33z2	G33z200	Syncope anginosa	21470009	36036010	32
457531000006110	10000	G302	G302.00	Acute inferolateral myocardial infarction	65547006	1232697013	32
299745015	9000	G31y0	G31y000	Acute coronary insufficiency	194823009	299745015	32
82943015	5000	74510-1	7451011	Pneumonectomy	49795001	82943015	32
450322013	3000	G3070	G307000	Acute non-Q wave infarction	307140009	450322013	32
458410010	1000	G33z5	G33z500	Post infarct angina	314116003	458410010	32
1780501013	500000	G3071	G307100	Acute non-ST segment elevation myocardial infarction	401314000	1780501013	32
144819018	500	G331-1	G331.11	Variant angina pectoris	87343002	1235225010	32
1488382011	200000	G3115	G311500	Acute coronary syndrome	394659003	1488382011	32
455641000006112	20000	G300	G300.00	Acute anterolateral myocardial infarction	70211005	1233238016	32
1780491019	200000	G30X0	G30X000	Acute ST segment elevation myocardial infarction	401303003	1780491019	32
2160096015	7000	SP076	SP07600	Coronary artery bypass graft occlusion	408546009	2160096015	32
350348018	80000	G33z7	G33z700	Stable angina	233819005	350348018	32
1235225010	6000	G331	G331.00	Prinzmetal's angina	87343002	1235225010	32
219521000000119	1000	G30-1	G30..11	Attack - heart	22298006	37443015	32
1786198013	500	G30-6	G30..16	Thrombosis - coronary	398274000	1786198013	32
299721019	70000	G30z	G30z.00	Acute myocardial infarction NOS	57054005	94884017	32
299709018	30000	G301z	G301z00	Anterior myocardial infarction NOS	54329005	1231324017	32
299711010	3000	G305	G305.00	Acute lateral myocardial infarction	58612006	1231860015	32
109916013	100	G310-1	G310.11	Dressler's syndrome	66189004	109916013	32
299805019	3000	G34z	G34z.00	Other chronic ischaemic heart disease NOS	413838009	2534672016	32
4032016	700	G32-1	G32..11	Healed myocardial infarction	1755008	4032016	32
498328016	5000	G3112	G311200	Angina at rest	59021001	498328016	32
230021000006115	7000	G32-2	G32..12	Personal history of myocardial infarction	399211009	2986492018	32
350376014	3000	G30-7	G30..17	Silent myocardial infarction	233843008	350376014	32
455651000006114	5000	G3011	G301100	Acute anteroseptal myocardial infarction	62695002	104192010	32
494261017	7000	G3114	G311400	Worsening angina	4557003	494261017	32
59952018	600	G3300	G330000	Nocturnal angina	35928006	59952018	32
460687010	1000	ZV458	ZV45800	History of placement of stent for coronary artery disease	428375006	2692299011	32
299808017	800	G35	G35..00	Subsequent myocardial infarction	194856005	299808017	32
459859010	7000	G34z0	G34z000	Asymptomatic coronary heart disease	315348000	459859010	32
460686018	200	ZV457	ZV45700	[V]Presence of aortocoronary bypass graft	399261000	1767181012	32
482811000006113	1000	G311-4	G311.14	Angina at rest	59021001	498328016	32
98087016	2000	G330	G330.00	Angina decubitus	59021001	98087016	32
459488019	1000	G31y3	G31y300	Transient myocardial ischaemia	315026000	459488019	32
299834013	5000	G3y	G3y..00	Other specified ischaemic heart disease	414545008	2534664018	32
2534674015	3000	G34y1	G34y100	Chronic myocardial ischaemia	413844008	2534674015	32
109915012	300	G310	G310.00	Post-myocardial infarction syndrome	66189004	500341014	32
498031000006112	90	G361	G361.00	Atrial septal defect as current complication following acute myocardial infarction	194863005	299818010	32
299710011	5000	G304	G304.00	Acute posterior myocardial infarction	233838001	350371016	32
813961000006116	100	G360	G360.00	Haemopericardium as current complication following acute myocardial infarction	194862000	299816014	32
2537483013	600	G34y0	G34y000	Chronic coronary insufficiency	413844008	2537483013	32
2536393012	1000	G3-1	G3...11	Arteriosclerotic heart disease	443502000	2842265012	32
482941000006119	60000	G33z	G33z.00	Angina pectoris NOS	194828000	299757012	32
350350014	4000	G33z6	G33z600	New onset angina	233821000	350350014	32
39111000006114	3000	G31	G31..00	Other acute and subacute ischaemic heart disease	414545008	2534663012	32
299750014	200	G31yz	G31yz00	Other acute and subacute ischaemic heart disease NOS	414545008	2534663012	32
299776014	10000	G34	G34..00	Chronic ischaemic heart disease	413838009	2534672016	32
299765010	50000	G33zz	G33zz00	Angina pectoris NOS	194828000	299757012	32
299719012	100	G30y0	G30y000	Acute atrial infarction	194809007	299719012	32
350354017	2000	G344	G344.00	Silent myocardial ischaemia	233823002	350354017	32
1234005010	4000	G303	G303.00	Acute inferoposterior infarction	76593002	1234005010	32
460681000006116	500	G30X	G30X.00	Acute transmural myocardial infarction of unspecif site	57054005	94884017	32
299763015	200	G330z	G330z00	Angina decubitus NOS	59021001	98087016	32
447324018	600	G309	G309.00	Acute Q-wave infarct	304914007	447324018	32
537751000006115	200	G30-3	G30..13	Cardiac rupture after acute myocardial infarction	233847009	350383019	32
208365015	800	G38	G38..00	Postoperative myocardial infarction	129574000	208365015	32
338974012	6000	G33z4	G33z400	Ischaemic chest pain	225566008	338974012	32
967931000006114	300	G30B	G30B.00	Acute myocardial infarction of posterolateral wall	15990001	27071012	32
459487012	1000	G3113	G311300	Refractory angina	315025001	459487012	32
299800012	300	G34y	G34y.00	Other specified chronic ischaemic heart disease	413838009	2534671011	32
299718016	2000	G30y	G30y.00	Other acute myocardial infarction	57054005	94884017	32
810811000006116	20000	14A3	14A3.00	H/O: myocardial infarct at less than 60	161502000	251675010	32
299804015	300	G34yz	G34yz00	Other specified chronic ischaemic heart disease NOS	413838009	2534671011	32
543291000006110	50	G36	G36..00	Myocardial infarction with complication	371068009	1209776017	32
7844010	6000	G311	G311.00	Preinfarction syndrome	4557003	494262012	32
496991000006111	1000	G342	G342.00	Atherosclerotic cardiovascular disease	72092001	119795011	32
39773018	10000	G332	G332.00	Coronary artery spasm	23687008	39773018	32
67081000006119	70	G362	G362.00	Ventricular septal defect as current complication following acute myocardial infarction	233846000	350381017	32
299812011	100	G351	G351.00	Subsequent myocardial infarction of inferior wall	194858006	299812011	32
299742017	300	G312	G312.00	Coronary thrombosis not resulting in myocardial infarction	194821006	299742017	32
300874013	300	Gyu30	Gyu3000	[X]Other forms of angina pectoris	194828000	299757012	32
494260016	6	G311-2	G311.12	Impending infarction	25106000	42087013	32
494438016	300	G31y2	G31y200	Subendocardial ischaemia	46109009	494438016	32
810821000006112	20000	14A4	14A4.00	H/O: myocardial infarct at greater than 60	161503005	251678012	32
299708014	300	G3010	G301000	Acute anteroapical infarction	52035003	3038718019	32
1234306015	700	G30y2	G30y200	Acute septal infarction	79009004	1234306015	32
455422014	100	G384	G384.00	Postoperative subendocardial myocardial infarction	311796008	455422014	32
299811016	100	G350	G350.00	Subsequent myocardial infarction of anterior wall	194857001	299811016	32
299720018	600	G30yz	G30yz00	Other acute myocardial infarction NOS	57054005	94884017	32
212061000006119	20	G380	G380.00	Postoperative transmural myocardial infarction of anterior wall	311792005	455418016	32
118831000006118	60	G35X	G35X.00	Subsequent myocardial infarction of unspecified site	194856005	299808017	32
212071000006114	20	G381	G381.00	Postoperative transmural myocardial infarction of inferior wall	311793000	455419012	32
300879015	70	Gyu33	Gyu3300	[X]Other forms of chronic ischaemic heart disease	413838009	2534671011	32
451369010	2000	14AH	14AH.00	H/O: Myocardial infarction in last year	308065005	451369010	32
394541000006112	2000	Gyu3	Gyu3.00	[X]Ischaemic heart diseases	414545008	2534664018	32
299741012	7000	G311z	G311z00	Preinfarction syndrome	4557003	7844010	32
299758019	40	G33z1	G33z100	Stenocardia	194828000	299758019	32
2619484018	70	G3110-1	G311011	MI - Myocardial infarction aborted	194821006	2619484018	32
451370011	5000	14AJ	14AJ.00	H/O: Angina in last year	308066006	451370011	32
158601000006116	10	G363	G363.00	Rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction	194865003	299821012	32
158611000006118	3	G364	G364.00	Rupture of chordae tendinae as current complication following acute myocardial infarction	194866002	299822017	32
682481000006118	400	G3110	G311000	Myocardial infarction aborted	194821006	2619484018	32
1218860015	6	G30y1	G30y100	Acute papillary muscle infarction	10273003	1218860015	32
299712015	500	G306	G306.00	True posterior myocardial infarction	194802003	299712015	32
32122016	50	G33z0	G33z000	Status anginosus	19057007	32122016	32
1229885017	40	G31y1	G31y100	Microinfarction of heart	42531007	1229885017	32
300876010	60	Gyu32	Gyu3200	[X]Other forms of acute ischaemic heart disease	414545008	2534663012	32
455423016	90	G38z	G38z.00	Postoperative myocardial infarction, unspecified	129574000	208365015	32
159001000006119	7	G365	G365.00	Rupture of papillary muscle as current complication following acute myocardial infarction	194867006	299823010	32
299813018	20	G353	G353.00	Subsequent myocardial infarction of other sites	194856005	299808017	32
362461000006119	100	Gyu34	Gyu3400	[X]Acute transmural myocardial infarction of unspecif site	57054005	94884017	32
300882013	20	Gyu36	Gyu3600	[X]Subsequent myocardial infarction of unspecified site	194856005	299808017	32
300881018	6	Gyu35	Gyu3500	[X]Subsequent myocardial infarction of other sites	194856005	299808017	32
70653017	900000	G580	G580.00	Congestive heart failure	42343007	70653017	32
141306010	800000	G581	G581.00	Left ventricular failure	85232009	141306010	32
139482012	40000	G58-1	G58..11	Cardiac failure	84114007	139482012	32
139475013	1000000	G58	G58..00	Heart failure	84114007	139475013	32
493287011	500000	G580-1	G580.11	Congestive cardiac failure	42343007	70653017	32
